id,flight_id,timestamp,event_type,source,message
224,10,2025-10-21 17:15:17,error,gyro,Roll/Pitch/Yaw: 0.0 / 0.0 / 0.0 deg
225,10,2025-10-21 17:15:17,error,accelerometer,Accel (X/Y/Z): 0.00 / 0.00 / 0.00 G
226,10,2025-10-21 17:15:17,error,bme_sensor,Temp/Hum/Pres/Alt BME (1/2/3): 0.0°C / 0.0% / 0.0 hPa | 0.00m / 0.00m / 0.00m
227,10,2025-10-21 17:15:17,error,gps,GPS Lat/Lon/Alt: 0.000000 / 0.000000 / 0.00 m
228,10,2025-10-21 17:15:17,error,gps,SATS: 0
229,10,2025-10-21 17:15:20,warning,system,"Advertencia: No hay conexión con LoRa, esperando datos."
230,10,2025-10-21 17:15:20,error,gyro,Roll/Pitch/Yaw: 0.0 / 0.0 / 0.0 deg
231,10,2025-10-21 17:15:20,error,accelerometer,Accel (X/Y/Z): 0.00 / 0.00 / 0.00 G
232,10,2025-10-21 17:15:20,error,bme_sensor,Temp/Hum/Pres/Alt BME (1/2/3): 0.0°C / 0.0% / 0.0 hPa | 0.00m / 0.00m / 0.00m
233,10,2025-10-21 17:15:20,error,gps,GPS Lat/Lon/Alt: 0.000000 / 0.000000 / 0.00 m
234,10,2025-10-21 17:15:20,error,gps,SATS: 0
235,10,2025-10-21 17:15:23,warning,system,"Advertencia: No hay conexión con LoRa, esperando datos."
236,10,2025-10-21 17:15:23,error,gyro,Roll/Pitch/Yaw: 0.0 / 0.0 / 0.0 deg
237,10,2025-10-21 17:15:23,error,accelerometer,Accel (X/Y/Z): 0.00 / 0.00 / 0.00 G
238,10,2025-10-21 17:15:23,error,bme_sensor,Temp/Hum/Pres/Alt BME (1/2/3): 0.0°C / 0.0% / 0.0 hPa | 0.00m / 0.00m / 0.00m
239,10,2025-10-21 17:15:23,error,gps,GPS Lat/Lon/Alt: 0.000000 / 0.000000 / 0.00 m
240,10,2025-10-21 17:15:23,error,gps,SATS: 0
241,10,2025-10-21 17:15:26,warning,system,"Advertencia: No hay conexión con LoRa, esperando datos."
242,10,2025-10-21 17:15:26,error,gyro,Roll/Pitch/Yaw: 0.0 / 0.0 / 0.0 deg
243,10,2025-10-21 17:15:26,error,accelerometer,Accel (X/Y/Z): 0.00 / 0.00 / 0.00 G
244,10,2025-10-21 17:15:26,error,bme_sensor,Temp/Hum/Pres/Alt BME (1/2/3): 0.0°C / 0.0% / 0.0 hPa | 0.00m / 0.00m / 0.00m
245,10,2025-10-21 17:15:26,error,gps,GPS Lat/Lon/Alt: 0.000000 / 0.000000 / 0.00 m
246,10,2025-10-21 17:15:26,error,gps,SATS: 0
